Title,Company,Location,Duration,Stipend,Apply By,Applicants,Skills Required,Perks,Number of Openings,Link
Digital Marketing,Afrisha Indian Mentors Private Limited,Bhilai,2 Months,4000-10000 /month,22 Apr' 22,Be an early applicant,"Creative Writing , Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Job offer , ",5,https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-bhilai-raipur-in-afrisha-indian-mentors-private-limited1649392979
Electronics Engineering,Griden Power,Ahmedabad,6 Months,5000-8000 /month,22 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/electronics-engineering-part-time-job-internship-at-multiple-locations-in-griden-power1649390954
Digital Marketing,Sibia Medical Centre,Work From Home,6 Months,2000 /month,22 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Job offer , ",4,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-sibia-medical-centre1649384777
Social Media Marketing,Vastra Boutique,Work From Home,2 Months,2000 /month,22 Apr' 22,Be an early applicant,"Digital Marketing , Facebook Marketing , Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Job offer , ",12,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-vastra-boutique1649372978
Flutter Development,SpotRental,Bhopal,3 Months,2000 /month,22 Apr' 22,Be an early applicant,"Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , REST API , ","Certificate , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/flutter-development-part-time-job-internship-at-bhopal-in-spotrental1649361133
Electronics & Embedded Systems,Sushrut Designs Private Limited,Pune,4 Months,4000-8000 /month,22 Apr' 22,Be an early applicant,"Arduino , C++ Programming , Circuit Design , C Programming , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",3,https://internshala.com/internship/detail/electronics-embedded-systems-part-time-job-internship-at-pune-in-sushrut-designs-private-limited1649361155
Social Media Marketing,Shri Vikram Samaj Kalyan Sansthan,Work From Home,2 Months,5000-20000 /month,21 Apr' 22,199 applicants,"Creative Writing , Hindi Proficiency (Spoken) , Hindi Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",20,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-shri-vikram-samaj-kalyan-sansthan1649353466
Graphic Design,Shri Vikram Samaj Kalyan Sansthan,Work From Home,3 Weeks,Unpaid,22 Apr' 22,28 applicants,"Adobe Illustrator , Adobe Photoshop , Design Thinking , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",5,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-shri-vikram-samaj-kalyan-sansthan1649353238
Backend Development,FlipSyde Media,Work From Home,2 Months,3000-5000 /month,22 Apr' 22,61 applicants,"MongoDB , MySQL , Node.js , REST API , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/backend-development-work-from-home-job-internship-at-flipsyde-media1649349183
Event Management,Pet Project India Private Limited,Mumbai,1 Week,2500 /week,22 Apr' 22,28 applicants,"British English , English Proficiency (Spoken) , Event Management , Instagram Marketing , MS-Excel , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",5,https://internshala.com/internship/detail/event-management-part-time-job-internship-at-mumbai-bombay-in-pet-project-india-private-limited1649339633
Digital Marketing,Posterwa,Work From Home,3 Months,1500 /month +  Incentives,21 Apr' 22,48 applicants,"Creative Writing , Digital Marketing , English Proficiency (Written) , Instagram Marketing , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-posterwa1649245070
Business Development (Sales),Espire Education,Noida,6 Months,5000 /month,21 Apr' 22,Be an early applicant,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",5,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-noida-in-espire-education1649245521
Social Media Marketing,Weboin,Chennai,3 Months,15000 /month,21 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",18,https://internshala.com/internship/detail/social-media-marketing-part-time-job-internship-at-chennai-in-weboin1649306087
Mobile App Development,Think2Exam,Work From Home,1 Month,5000-7500 /month,22 Apr' 22,58 applicants,"Java , MySQL , Node.js , ","Certificate , Letter of recommendation , Job offer , ",6,https://internshala.com/internship/detail/mobile-app-development-work-from-home-job-internship-at-think2exam1649336515
Customer Acquisition,Ulead,Work From Home,1 Month,2000 /month,21 Apr' 22,62 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",15,https://internshala.com/internship/detail/customer-acquisition-work-from-home-job-internship-at-ulead1649336202
Graphic Design,Sparklehood,Work From Home,3 Months,10000-20000 /month,22 Apr' 22,71 applicants,"Adobe Illustrator , Adobe Photoshop , UI & UX Design , Unity 3D , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-sparklehood1649335920
Finance & Accounts,Madify,Guwahati,3 Months,3000 /month,21 Apr' 22,Be an early applicant,"Accounting , Financial Modeling , ","Certificate , Letter of recommendation , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/finance-accounts-part-time-job-internship-at-guwahati-in-madify1649308561
Product Design (Bracelets & Jewelry),ForestFuse,Jaipur,3 Months,3000 /month +  Incentives,21 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/product-design-bracelets-jewelry-part-time-job-internship-at-jaipur-in-forestfuse1649334084
Digital Marketing,SoftScribble,Mumbai,1 Month,2000 /month,21 Apr' 22,Be an early applicant,"Adobe After Effects , Adobe Illustrator , Adobe Photoshop , Creative Writing , Digital Marketing , Email Marketing , Instagram Marketing , Social Media Marketing , Video Editing , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",5,https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-mumbai-navi-mumbai-in-softscribble1649287631
Web Development,Rajpuri Sanstha,Work From Home,2 Months,Unpaid,22 Apr' 22,32 applicants,"Ableton Live , Bootstrap , CSS , English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Hindi Proficiency (Written) , HTML , JavaScript , MySQL , Online Teaching , PHP , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",10,https://internshala.com/internship/detail/web-development-work-from-home-job-internship-at-rajpuri-sanstha1649324698
Marketing,Olympiad Genius,Work From Home,6 Months,5000 /month +  Incentives,21 Apr' 22,32 applicants,"English Proficiency (Spoken) , Sales and Marketing , Salesforce , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",20,https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-olympiad-genius1649258272
Videography,Whedia,Noida,1 Month,5000 /month,22 Apr' 22,Be an early applicant,"Photography , Video Editing , Video Making , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/videography-part-time-job-internship-at-noida-in-whedia1649323378
Web Development,Platos,Work From Home,3 Months,20000-30000 /month,22 Apr' 22,55 applicants,"Cloud Firestore , CSS , Firebase , ReactJS , TypeScript , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/web-development-work-from-home-job-internship-at-platos1649321830
React Native Development,LEANVIA LLC,Chandigarh,3 Months,8000-10000 /month,22 Apr' 22,Be an early applicant,"Flutter , ReactJS , React Native , REST API , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",5,https://internshala.com/internship/detail/react-native-development-part-time-job-internship-at-chandigarh-in-leanvia-llc1649321237
Business Development (Sales),Mektricals LLP,Jaipur,2 Months,3000 /month +  Incentives,21 Apr' 22,Be an early applicant,"Digital Marketing , Email Marketing , Engineering Surveying , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , MS-Excel , Sales , Sales and Marketing , Salesforce , Search Engine Marketing (SEM) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Job offer , ",20,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-jaipur-in-mektricals-llp1649248755
Web Development,Tech E-Box,Aurangabad,3 Months,8000-12000 /month,22 Apr' 22,Be an early applicant,"LARAVEL , MySQL , PHP , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/web-development-part-time-job-internship-at-aurangabad-in-tech-e-box1649318457
Social Media Marketing,Dhrohar,Greater Noida,2 Months,3000 /month,22 Apr' 22,Be an early applicant,"English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",1,https://internshala.com/internship/detail/social-media-marketing-part-time-job-internship-at-greater-noida-noida-in-dhrohar1649317537
Graphic Design,Go Study Free,Work From Home,3 Months,3000-5000 /month,22 Apr' 22,Be an early applicant,"Adobe Photoshop , CorelDRAW , Video Editing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-go-study-free1649316459
Java Development (Spring Boot),Flunkey,Work From Home,3 Months,12000 /month,21 Apr' 22,113 applicants,"Amazon Web Server (AWS) , Java , MongoDB , Spring MVC , ","Certificate , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/java-development-spring-boot-work-from-home-job-internship-at-flunkey1649316200
Content Writing,F And B Recipes,Work From Home,3 Months,1000 /month,22 Apr' 22,Be an early applicant,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Job offer , ",2,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-f-and-b-recipes1649314945
Content Writing,Go Study Free,Work From Home,3 Months,3000-5000 /month,22 Apr' 22,Be an early applicant,"Blogging , Creative Writing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-go-study-free1649314687
Human Resources (HR),INGLU,Delhi,2 Months,10000 /month,21 Apr' 22,70 applicants,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",5,https://internshala.com/internship/detail/human-resources-hr-part-time-job-internship-at-delhi-in-inglu1649311840
Business Development (Sales),PumPumPum,Work From Home,3 Months,5000 /month,22 Apr' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",15,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-pumpumpum1649239355
Photo frame Design,Eduline (Branded Hut),Work From Home,2 Months,5000 /month,21 Apr' 22,Be an early applicant,"Adobe After Effects , Adobe Illustrator , Adobe Indesign , Adobe Photoshop , Adobe Photoshop Lightroom CC , Adobe Premiere Pro , CorelDRAW , UI & UX Design , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,https://internshala.com/internship/detail/photo-frame-design-work-from-home-job-internship-at-eduline-branded-hut1649306228
